-0.18525174 -7.741201 -2.2240176 2.0482166 4.8752675 2.0995 3.2299106121063232 1 0.9991704
-3.3122878 -7.946966 -2.1937065 2.6286783 6.81174 3.3928819 3.1096713542938232 1 0.99736834
-2.9422855 0.310449 -1.7861671 1.8404974 4.5287433 1.5162797 3.130537986755371 0 0.98780584
-3.3732147 -14.01717 -2.2876523 2.7982135 10.027851 3.528039 3.1126773357391357 2 0.9342754
-5.0062313 7.5177183 -1.4997897 0.664634 0.7061314 1.7482123 7.869832666712352 7 0.81493807
7.1588416 -7.3649406 -2.0507565 0.47476062 0.46626878 1.3479488 4.818587303161621 8 0.77338755
-5.2736754 8.374552 -1.493102 0.6806445 0.7371343 1.7748759 7.84567657311494 7 0.753648
-6.264482 8.194111 -1.4795923 0.6513016 0.6938274 1.7800833 7.929540308313914 7 0.7512834
-7.4809446 8.101749 -1.5010803 0.6261977 0.6454563 1.7722778 7.79880157311494 7 0.69802076
-8.806892 7.446762 -1.5516449 0.625892 0.63544947 1.7835634 7.907811792688914 7 0.6927459
11.6033 -19.486042 -2.7558706 3.1522667 0.45016134 0.9097882 4.754103660583496 9 0.68815416
-10.1289215 7.5070205 -1.6022165 0.6087124 0.5981166 1.7870504 8.146886499720164 7 0.6737285
11.576807 -22.406395 -3.010697 3.1769903 0.46581364 0.9350655 4.712798118591309 9 0.66421366
11.531717 -23.518513 -3.0902615 3.2019079 0.47268733 0.9340388 4.7294745445251465 9 0.6383845
15.626608 16.79469 -0.49600172 2.845056 8.763547 3.212316 7.721837671595164 3 0.62337685
16.282942 17.55679 -0.48813367 2.964174 9.041732 3.2981424 7.760350855188914 3 0.62148345
11.79352 -25.394527 -3.2406406 3.223871 0.47872648 0.92034394 4.655196189880371 9 0.6135839
11.869073 -28.424906 -3.3760433 3.2144396 0.5330159 0.90989923 4.668684959411621 9 0.6096985
-8.367448 6.726157 -1.5517676 0.61679053 0.61289877 1.7662306 7.751378687220164 7 0.5941981
-11.232055 7.618929 -1.6054158 0.5956286 0.582552 1.7993083 8.277745874720164 7 0.5909563
11.860381 -26.400377 -3.2741408 3.2113023 0.49295914 0.91507876 4.655776023864746 9 0.58308464
12.051028 -30.465065 -3.560722 3.2364888 0.559688 0.9394131 4.715697288513184 9 0.5748722
12.024953 -29.451735 -3.525197 3.2175803 0.5493989 0.9367221 4.703856468200684 9 0.5658986
-16.106764 21.47029 -1.1672359 1.934484 4.5420303 1.5782219 7.78708282311494 0 0.5493686
2.2529485 46.582867 0.6368818 1.9335395 4.5287433 1.8801427 3.1681582927703857 0 0.54731286
-9.485124 8.392605 -1.5209522 0.64939624 0.66270155 1.8081155 7.965673120813914 7 0.54655665
-4.600626 25.715961 -0.21251619 0.7228638 0.68910056 1.7879231 6.345929535227366 7 0.5197346
36.333183 18.565441 0.17020214 2.001747 4.658832 1.7783458 7.88376251061494 0 0.5010681
-4.544546 6.823273 -1.4778013 0.66236615 0.7755336 1.7227904 7.822011621790477 7 0.5004387
