24.689886 10.5692425 -2.1858819 2.9125245 11.307696 4.52567 4.330000877380371 3 0.9552357
21.084124 6.072999 -2.5278728 1.898921 4.419517 1.4743004 4.301436424255371 0 0.87461364
9.951646 12.247934 -1.47387 1.9054226 4.6248345 1.519615 7.96286407311494 0 0.81582016
29.27752 9.530756 -2.2887645 1.8540272 4.287728 1.5099996 4.317793846130371 0 0.80115914
17.462767 0.80538774 -2.359019 0.5224419 0.42703742 1.7337608 5.219893932342529 7 0.7084143
23.801785 9.996109 -2.2671456 3.0079138 11.42982 4.494838 4.4062323570251465 3 0.6874202
2.4799836 18.469034 -0.86829144 0.6213246 0.8064273 1.7244736 4.5224432945251465 7 0.68668526
27.62202 8.860715 -2.339277 1.8749661 4.374431 1.5507221 4.3740057945251465 0 0.68172675
25.419558 11.092816 -2.0534248 3.0137947 11.132386 4.243178 4.377364158630371 3 0.677474
2.2023013 16.891806 -0.9649588 0.604713 0.7740203 1.7185895 4.5849432945251465 7 0.6343168
18.310616 0.78967535 -2.430731 0.53352714 0.4418857 1.7653683 5.1493964195251465 7 0.5485828
2.7517319 19.904938 -0.7887909 0.6693563 0.8509256 1.7490662 4.3876776695251465 7 0.54156035
